자치구,평균온도,평균습도
Jongno-gu,29.3,71
Gangseo-gu,29.8,70
Gwanak-gu,31.6,63
Gangseo-gu,30,67
Guro-gu,29.2,67
Gangseo-gu,30.3,65
Gwangjin-gu,30.5,63
Gwangjin-gu,30.8,66
Guro-gu,29.6,66
Gwangjin-gu,30.2,66
Gangseo-gu,29.5,70
Gwangjin-gu,32.3,61
Gwangjin-gu,29.5,69
Guro-gu,30.2,65
Seongdong-gu,30.9,65
Gwangjin-gu,32.7,59
Gangseo-gu,29.9,64
Gwangjin-gu,29.3,68
Guro-gu,30.1,62
Guro-gu,30,65
Guro-gu,30.2,66
Guro-gu,30.3,63
Gangseo-gu,33.1,60
Gwangjin-gu,30.6,66
Gwangjin-gu,30.8,63
Gwangjin-gu,28.4,72
Seongdong-gu,31.2,63
Guro-gu,29,68
Guro-gu,30.9,63
Gwangjin-gu,30.6,66
Guro-gu,31.5,61
Gwangjin-gu,31.4,63
Guro-gu,30.2,65
Gwangjin-gu,28.7,73
Gwangjin-gu,28.9,72
Seongdong-gu,30.2,66
Gwangjin-gu,29,70
Seocho-gu,30.2,90
Guro-gu,29.9,69
Gangbuk-gu,29.9,68
Guro-gu,28.7,74
Guro-gu,31,63
Guro-gu,30,66
Seocho-gu,30.1,91
Gwangjin-gu,29.1,72
Seongdong-gu,30.3,66
Seongdong-gu,28.9,71
Seoul_Grand_Park,29.9,99
Seongdong-gu,28.5,73
Gwangjin-gu,29.8,68
Gangbuk-gu,29.3,68
Seongdong-gu,28.6,71
Seongdong-gu,31.8,63
Gwangjin-gu,30,67
Seongdong-gu,29.1,70
Seongdong-gu,32.4,59
Seongdong-gu,30.8,64
Seongdong-gu,28.7,72
Seongdong-gu,28.7,73
Seocho-gu,29.3,100
Seongdong-gu,31.1,64
Gwangjin-gu,31.9,62
Seongdong-gu,30,67
Seocho-gu,29.2,100
Seongdong-gu,30,68
Seongdong-gu,30.9,63
Seongdong-gu,30.1,67
Seongdong-gu,29.2,70
Seongdong-gu,30.2,66
Seongdong-gu,29.7,68
Seongdong-gu,31.2,64
Seongdong-gu,33.1,58
Seongdong-gu,30.8,65
Seongdong-gu,31.3,62
Seongdong-gu,31.7,62
Seongdong-gu,31.1,63
Seocho-gu,29.1,100
Seongdong-gu,30.2,67
Seongbuk-gu,29.4,69
Seongbuk-gu,30.7,65
Seongdong-gu,32.4,60
Seongbuk-gu,29.3,70
Seongbuk-gu,30.6,66
Seongdong-gu,29.5,71
Seongdong-gu,30.7,65
Seongdong-gu,30.6,65
Seongdong-gu,29.8,67
Seongdong-gu,29.6,70
Seongdong-gu,29.3,68
Seongdong-gu,31.9,61
Seongdong-gu,30.8,65
Seongdong-gu,29.4,69
Seongdong-gu,29.6,68
Seongdong-gu,31,62
Seongdong-gu,30.4,65
Seongdong-gu,29.6,67
Seongdong-gu,31.7,60
Seongdong-gu,30.2,65
Seongdong-gu,30.5,65
Seongdong-gu,28.9,72
Seongbuk-gu,29.4,69
Songpa-gu,29.7,67
Seongdong-gu,30.3,66
Seongdong-gu,29,70
Seongdong-gu,29.2,70
Seongdong-gu,30,65
Seongdong-gu,30.8,66
Seongdong-gu,31.4,61
Seongdong-gu,29.4,69
Seongdong-gu,31.1,63
Seongdong-gu,29.4,99
Seongdong-gu,32.1,62
Seongdong-gu,30.2,65
Seongbuk-gu,29.7,67
Songpa-gu,30.1,69
Seongdong-gu,31.1,77
Seongdong-gu,31.1,64
Seongdong-gu,29.2,69
Seongbuk-gu,30.2,65
Seongbuk-gu,31.1,65
Seongbuk-gu,28.2,75
Seongbuk-gu,30.1,65
Seongbuk-gu,28.8,73
Seongbuk-gu,30,67
Songpa-gu,29.2,71
Seongbuk-gu,31,64
Seongbuk-gu,29.7,69
Seongdong-gu,27.8,100
Seongbuk-gu,30.5,67
Seongbuk-gu,29.8,69
Seongbuk-gu,30.3,66
Seongbuk-gu,30,67
Songpa-gu,29.4,69
Seongbuk-gu,28.1,76
Mapo-gu,30.8,62
Songpa-gu,29.5,69
Seongbuk-gu,30.1,98
Seongbuk-gu,29,70
Seongbuk-gu,29.3,69
Songpa-gu,28.8,73
Seongbuk-gu,30.6,63
Songpa-gu,28.6,71
Yangcheon-gu,29.5,69
Mapo-gu,29.2,70
Songpa-gu,29,70
Songpa-gu,28.6,70
Seongbuk-gu,28.8,73
Yangcheon-gu,32,61
Songpa-gu,29.1,68
Songpa-gu,29.7,70
Songpa-gu,29.2,70
Songpa-gu,28.8,72
Mapo-gu,29.5,67
Songpa-gu,30,100
Songpa-gu,30.9,64
Mapo-gu,29.4,70
Songpa-gu,28.9,70
Songpa-gu,29.9,69
Songpa-gu,30.4,67
Songpa-gu,29.4,71
Songpa-gu,30,67
Songpa-gu,29.4,71
Mapo-gu,30.5,63
Songpa-gu,29,70
Songpa-gu,29.3,71
Songpa-gu,30.5,67
Songpa-gu,29.4,68
Songpa-gu,30.2,65
Songpa-gu,30.9,64
Songpa-gu,29.2,70
Mapo-gu,29.5,70
Mapo-gu,29,73
Mapo-gu,29.7,66
Songpa-gu,29.7,69
Songpa-gu,29.6,98
Songpa-gu,30.4,66
Songpa-gu,29.7,68
Mapo-gu,28.2,74
Mapo-gu,31.3,63
Songpa-gu,29,70
Songpa-gu,28.8,70
Songpa-gu,28.9,71
Songpa-gu,31.1,62
Yangcheon-gu,30.3,64
Songpa-gu,30.9,64
Yangcheon-gu,30.8,63
Mapo-gu,30.6,65
Mapo-gu,29.6,68
Mapo-gu,30.2,66
Mapo-gu,30.3,69
Yangcheon-gu,30.5,65
Yangcheon-gu,29.6,67
Yangcheon-gu,32,60
Mapo-gu,34.2,55
Yangcheon-gu,29.1,72
Yangcheon-gu,29.8,67
Yangcheon-gu,31.1,63
Yangcheon-gu,29.9,67
Yangcheon-gu,29.6,68
Yangcheon-gu,29.3,71
Yangcheon-gu,29.2,69
Yangcheon-gu,29.3,67
Yangcheon-gu,29.7,67
Yangcheon-gu,28.9,72
Yangcheon-gu,30.2,65
Yangcheon-gu,33.2,56
Yangcheon-gu,29.1,69
Yangcheon-gu,31.1,63
Yangcheon-gu,30.1,66
Yangcheon-gu,31.6,60
Yangcheon-gu,29.1,69
Yangcheon-gu,29.6,68
Yangcheon-gu,31,63
Yangcheon-gu,31.1,64
Yangcheon-gu,30.2,66
Yangcheon-gu,32,59
Yangcheon-gu,29.7,69
Yangcheon-gu,29.2,66
Yangcheon-gu,29.5,66
Yangcheon-gu,31.4,62
Yangcheon-gu,29.8,68
Yangcheon-gu,32,60
Yangcheon-gu,30.3,66
Mapo-gu,31,63
Mapo-gu,29.8,67
Yangcheon-gu,30.4,63
Mapo-gu,29.2,68
Yangcheon-gu,31.4,61
Yangcheon-gu,28.8,68
Yangcheon-gu,29.6,66
Yangcheon-gu,31.8,62
Yangcheon-gu,29.5,69
Yangcheon-gu,32.4,60
Yangcheon-gu,29.5,68
Yangcheon-gu,29.1,70
Yangcheon-gu,31.5,61
Yangcheon-gu,30.7,63
Mapo-gu,29.8,66
Mapo-gu,30.7,64
Mapo-gu,30.6,65
Mapo-gu,31.9,61
Mapo-gu,30.1,67
Yangcheon-gu,29.3,68
Mapo-gu,28.9,71
Mapo-gu,30.7,63
Mapo-gu,30.2,68
Yangcheon-gu,32.1,58
Yangcheon-gu,30,67
Mapo-gu,32.6,63
Yangcheon-gu,29.1,69
Mapo-gu,30.2,67
Yangcheon-gu,31.7,62
Mapo-gu,29.6,68
Mapo-gu,29.4,67
Seocho-gu,28.3,70
Mapo-gu,29.4,69
Seodaemun-gu,29,69
Mapo-gu,29.1,71
Seocho-gu,30.7,64
Mapo-gu,31,62
Mapo-gu,29.8,66
Mapo-gu,30.5,66
Mapo-gu,29.5,69
Mapo-gu,30.5,66
Mapo-gu,31,65
Mapo-gu,29.9,67
Mapo-gu,30.3,65
Mapo-gu,31.1,63
Mapo-gu,29.1,70
Mapo-gu,31.6,61
Mapo-gu,29.7,67
Mapo-gu,32.5,58
Mapo-gu,30.1,64
Mapo-gu,28.7,72
Seodaemun-gu,31.1,64
Seodaemun-gu,30.2,66
Gangnam-gu,29.2,70
Mapo-gu,31.3,63
Seodaemun-gu,29.8,65
Seocho-gu,28.8,72
Seodaemun-gu,29.7,67
Seocho-gu,29.7,67
Seodaemun-gu,30.7,64
Gangnam-gu,29.2,72
Gangnam-gu,31.2,63
Seocho-gu,29.6,68
Seocho-gu,30.9,64
Seocho-gu,28.8,72
Seocho-gu,30.1,70
Seocho-gu,29.3,68
Seocho-gu,31.5,65
Seodaemun-gu,28.9,87
Seodaemun-gu,30.8,65
Seodaemun-gu,32.3,60
Seodaemun-gu,29.9,66
Seodaemun-gu,28.7,72
Seocho-gu,29.6,67
Seocho-gu,28.9,72
Mapo-gu,31.3,62
Seodaemun-gu,31.4,62
Seodaemun-gu,31.5,62
Mapo-gu,34.5,53
Gangnam-gu,30.2,68
Mapo-gu,29.1,70
Seocho-gu,29.8,68
Mapo-gu,30.2,66
Mapo-gu,29.5,69
Seodaemun-gu,31.1,67
Seodaemun-gu,29.8,68
Seodaemun-gu,29.8,69
Seodaemun-gu,26.3,100
Seodaemun-gu,30.4,66
Seocho-gu,29.9,68
Seocho-gu,30,68
Gangnam-gu,30.5,66
Seodaemun-gu,27.7,77
Seocho-gu,29.7,67
Seocho-gu,30.2,68
Dongjak-gu,32.3,61
Gangnam-gu,28.2,74
Gangnam-gu,31.5,62
Dongjak-gu,29.1,71
Gangnam-gu,29.5,70
Seocho-gu,30.1,70
Seongdong-gu,28.4,71
Gangnam-gu,28.5,69
Dongjak-gu,29.6,69
Gangnam-gu,28.6,89
Gangnam-gu,30.5,67
Gangnam-gu,30.8,61
Gangnam-gu,29.9,68
Gangnam-gu,28.4,76
Gangnam-gu,29.9,66
Gangnam-gu,31,65
Seocho-gu,29.4,81
Gangnam-gu,29.2,68
Gangnam-gu,29,72
Seocho-gu,29.1,70
Seocho-gu,30.4,67
Gangnam-gu,29.9,67
Seocho-gu,32.3,60
Gangnam-gu,30,67
Seocho-gu,30.2,66
Gangnam-gu,30,69
Seocho-gu,29.9,100
Gangnam-gu,29.8,69
Seocho-gu,30.1,100
Gangnam-gu,31.5,64
Dongjak-gu,30.1,67
Gangnam-gu,30.6,67
Dongjak-gu,31.9,62
Dongjak-gu,30.8,66
Dongjak-gu,28.8,75
Gangnam-gu,29.1,69
Dongjak-gu,30,69
Gangnam-gu,28.6,74
Dongjak-gu,30,67
Dongjak-gu,32.1,60
Dongjak-gu,29.6,69
Dongjak-gu,29.4,69
Mapo-gu,31.3,62
Gangnam-gu,29.6,95
Mapo-gu,31.4,62
Gangnam-gu,28.6,79
Dongjak-gu,32.7,58
Dongjak-gu,29.9,66
Dongjak-gu,29.7,66
Dongjak-gu,29.4,68
Dongjak-gu,31.8,60
Dongjak-gu,30.7,64
Mapo-gu,30.1,68
Dongjak-gu,29.8,69
Dongjak-gu,29.8,70
Dongjak-gu,29.5,69
Mapo-gu,29.1,70
Mapo-gu,29.7,69
Dongjak-gu,31.2,62
Dongjak-gu,29.7,68
Dongjak-gu,30.4,65
Gangnam-gu,29.9,67
Gangnam-gu,28.8,71
Mapo-gu,32.7,58
Seodaemun-gu,30.2,76
Jungnang-gu,33.7,54
Jungnang-gu,30.7,63
Jung-gu,31.8,59
Jungnang-gu,31.5,64
Jung-gu,32.9,56
Jungnang-gu,29.6,95
Jungnang-gu,30.8,64
Jungnang-gu,31.4,63
Jungnang-gu,30,66
Jungnang-gu,30.9,63
Jungnang-gu,31.6,62
Jungnang-gu,31.4,62
Jung-gu,30.1,65
Jungnang-gu,29.6,99
Jung-gu,29.9,64
Jungnang-gu,31.3,62
Jungnang-gu,30.3,65
Jung-gu,30.6,62
Jungnang-gu,31.2,61
Jung-gu,29.9,64
Jungnang-gu,29.8,100
Jungnang-gu,33.9,55
Jung-gu,32.1,58
Jung-gu,29.7,68
Jung-gu,32.5,57
Jung-gu,31.4,61
Jung-gu,30.1,65
Jung-gu,31.2,62
Jung-gu,31.8,60
Jung-gu,29.6,65
Jung-gu,32.1,58
Jung-gu,32.4,57
Jung-gu,31.6,61
Jung-gu,33.8,52
Jung-gu,30.7,64
Jung-gu,29.8,61
Jung-gu,31.3,62
Jung-gu,34.6,52
Jung-gu,29.1,69
Jung-gu,32.5,58
Jung-gu,32,58
Jung-gu,29.3,71
Yangcheon-gu,31.1,100
Yeongdeungpo-gu,32.1,60
Yangcheon-gu,31.7,100
Yeongdeungpo-gu,31.5,61
Jung-gu,31.1,93
Yeongdeungpo-gu,32.2,57
Yangcheon-gu,33.3,100
Jung-gu,32.4,57
Yeongdeungpo-gu,30.6,64
Yangcheon-gu,31.9,100
Yeongdeungpo-gu,32.3,57
Yeongdeungpo-gu,32.8,57
Yeongdeungpo-gu,30.3,66
Yeongdeungpo-gu,32.1,59
Yeongdeungpo-gu,31.1,63
Yeongdeungpo-gu,32.6,58
Yeongdeungpo-gu,33,57
Yeongdeungpo-gu,32.4,59
Yeongdeungpo-gu,31.9,61
Yeongdeungpo-gu,30.6,65
Yeongdeungpo-gu,30.8,63
Yeongdeungpo-gu,32.4,58
Yangcheon-gu,34.5,81
Yeongdeungpo-gu,30.7,62
Yangcheon-gu,30.8,100
Yeongdeungpo-gu,31,64
Yeongdeungpo-gu,33.4,56
Yeongdeungpo-gu,31.9,100
Yeongdeungpo-gu,32.1,59
Yeongdeungpo-gu,30.6,62
Yeongdeungpo-gu,32.1,55
Yeongdeungpo-gu,32.1,60
Yeongdeungpo-gu,31.3,61
Yeongdeungpo-gu,30.1,65
Yeongdeungpo-gu,30.5,62
Gangbuk-gu,31.9,60
Yeongdeungpo-gu,31.7,61
Yeongdeungpo-gu,32.4,57
Yeongdeungpo-gu,31.8,58
Gangbuk-gu,30.5,64
Yeongdeungpo-gu,30.9,65
Gangbuk-gu,31.6,61
Jungnang-gu,20.9,83
Yeongdeungpo-gu,32.5,59
Gangbuk-gu,32.2,100
Gangbuk-gu,32.3,59
Gangbuk-gu,29.8,67
Gangbuk-gu,32.1,61
Gangbuk-gu,32.4,59
Gangbuk-gu,32.1,60
Gangbuk-gu,31.4,59
Gangbuk-gu,29.6,68
Gangbuk-gu,33,57
Gangbuk-gu,31.7,99
Gangbuk-gu,32.2,59
Gangbuk-gu,30.1,65
Gangbuk-gu,30.6,64
Gangbuk-gu,29.4,67
Gangbuk-gu,32.5,59
Gangbuk-gu,31.9,59
Gangbuk-gu,30.8,64
Gangbuk-gu,30.7,63
Yeongdeungpo-gu,31.4,99
Gangbuk-gu,31.8,62
Gangbuk-gu,30.6,65
Yongsan-gu,30.7,65
Gangbuk-gu,28.7,78
Yongsan-gu,32,60
Gwanak-gu,30.4,63
Gwangjin-gu,28.9,79
Yongsan-gu,35.4,49
Yongsan-gu,32.6,58
Yongsan-gu,29.5,68
Yongsan-gu,31.6,59
Gwanak-gu,31.1,61
Yongsan-gu,31.9,58
Gwanak-gu,31,60
Yongsan-gu,33.8,55
Gwanak-gu,30.9,62
Yongsan-gu,31.7,100
Yongsan-gu,30.5,64
Yongsan-gu,32.9,56
Gwanak-gu,30.9,62
Gwanak-gu,33.8,55
Gwanak-gu,32,60
Gwanak-gu,32.1,58
Yongsan-gu,30.8,62
Yongsan-gu,30.1,65
Yongsan-gu,31.9,58
Yongsan-gu,32.1,59
Jung-gu,31.1,60
Gwanak-gu,30.2,66
Yongsan-gu,30.3,66
Gwanak-gu,31.7,60
Yongsan-gu,31.4,79
Yongsan-gu,30,66
Gwanak-gu,31.4,59
Gwanak-gu,30.9,62
Gwanak-gu,32,59
Gwanak-gu,27.8,76
Gwanak-gu,32.8,56
Gwanak-gu,31,62
Gwanak-gu,32.1,57
Gwanak-gu,31.9,58
Gwanak-gu,32.1,60
Gwanak-gu,31.9,58
Gwanak-gu,31,64
Gwanak-gu,30,66
Gwanak-gu,33.9,54
Gwanak-gu,28.5,71
Gwanak-gu,31.2,60
Gwangjin-gu,31.2,90
Gwanak-gu,30.9,60
Gwanak-gu,30.1,64
Gwanak-gu,29.6,69
Gwanak-gu,31.4,59
Gwanak-gu,32.2,58
Gwanak-gu,29.9,100
Gwangjin-gu,31,71
Gwanak-gu,31.3,58
Gwanak-gu,30.7,62
Gwanak-gu,31.5,60
Gwanak-gu,30.7,62
Gwanak-gu,34.6,77
Gwangjin-gu,31.8,61
Gwanak-gu,34,54
Eunpyeong-gu,30.2,66
Eunpyeong-gu,32.1,58
Jongno-gu,30.9,62
Jongno-gu,31.8,83
Jongno-gu,29.4,75
Eunpyeong-gu,31.8,62
Jongno-gu,30.7,63
Eunpyeong-gu,30.7,63
Jongno-gu,30,66
Yongsan-gu,31.4,60
Eunpyeong-gu,29.8,65
Jongno-gu,32,58
Jongno-gu,30.8,64
Eunpyeong-gu,30.4,65
Eunpyeong-gu,33.3,57
Gwangjin-gu,30.6,100
Eunpyeong-gu,31.3,62
Eunpyeong-gu,31.3,62
Eunpyeong-gu,31,63
Jongno-gu,33.1,56
Eunpyeong-gu,32.1,59
Jongno-gu,32.3,58
Jungnang-gu,30.7,63
Eunpyeong-gu,31.8,60
Jongno-gu,30.6,64
Eunpyeong-gu,30.5,64
Eunpyeong-gu,32.5,58
Jongno-gu,31.4,60
Eunpyeong-gu,31.9,60
Eunpyeong-gu,30,64
Eunpyeong-gu,30.6,63
Jongno-gu,32.9,56
Eunpyeong-gu,30.1,63
Eunpyeong-gu,32.7,56
Jongno-gu,32.6,56
Jongno-gu,31.5,59
Eunpyeong-gu,31,94
Jongno-gu,33.8,55
Jongno-gu,31.4,60
Eunpyeong-gu,30.1,88
Jongno-gu,30.9,62
Jongno-gu,31.9,59
Jongno-gu,31,62
Jongno-gu,31.6,60
Eunpyeong-gu,31,88
Jongno-gu,30.5,63
Jongno-gu,31.5,60
Jongno-gu,30.2,67
Eunpyeong-gu,31.8,94
Jongno-gu,32.4,59
Jongno-gu,32.9,57
Jongno-gu,30,65
Jongno-gu,28.7,73
Jongno-gu,30.7,65
Jongno-gu,31.1,62
Jongno-gu,31.8,57
Jongno-gu,33,55
Jungnang-gu,31.5,60
Jongno-gu,32.1,61
Jongno-gu,32.1,59
Jungnang-gu,30.1,66
Jongno-gu,29.1,71
Jungnang-gu,32.4,59
Jongno-gu,29.5,100
Jungnang-gu,32.4,58
Jongno-gu,32,100
Yangcheon-gu,32.2,60
Jongno-gu,32.2,88
Jongno-gu,30.3,75
Jongno-gu,31.7,99
Jongno-gu,31.9,57
Jongno-gu,32.2,58
Jongno-gu,32.3,57
Jongno-gu,31.6,94
Yangcheon-gu,31.9,61
Yangcheon-gu,31.8,60
Guro-gu,31.8,60
Geumcheon-gu,31.8,59
Gangdong-gu,30.7,62
Yangcheon-gu,31.2,61
Jungnang-gu,31.6,60
Geumcheon-gu,30.3,64
Yangcheon-gu,31.4,62
Yangcheon-gu,31.3,63
Yangcheon-gu,31.4,60
Yangcheon-gu,32.3,59
Yangcheon-gu,31.2,62
Geumcheon-gu,29.5,67
Jungnang-gu,30.1,66
Yangcheon-gu,31.1,61
Guro-gu,31.4,60
Jungnang-gu,32,58
Jungnang-gu,31.5,61
Jungnang-gu,31.2,62
Jungnang-gu,31,63
Geumcheon-gu,30.2,66
Yangcheon-gu,31.1,63
Yangcheon-gu,30.9,62
Gangdong-gu,30.9,63
Gangdong-gu,29.1,71
Gangdong-gu,30.7,65
Gangdong-gu,30.6,64
Guro-gu,31.4,61
Gangdong-gu,31.1,61
Gangdong-gu,29.8,69
Guro-gu,31.8,58
Gangdong-gu,32.4,59
Gangdong-gu,30.8,63
Gangdong-gu,31.1,61
Gangdong-gu,30.8,65
Geumcheon-gu,31.7,60
Gangdong-gu,30.9,64
Gangdong-gu,31.8,60
Geumcheon-gu,33.5,53
Gangdong-gu,31.8,59
Geumcheon-gu,31.5,59
Gangdong-gu,31.5,61
Gangdong-gu,31.7,59
Geumcheon-gu,31.3,61
Gangdong-gu,31.4,62
Geumcheon-gu,30.5,63
Gangdong-gu,30,68
Geumcheon-gu,31.3,60
Nowon-gu,30.9,65
Guro-gu,34.3,52
Gangdong-gu,31.5,62
Geumcheon-gu,31.6,59
Dobong-gu,32.8,62
Geumcheon-gu,31.6,59
Gangseo-gu,31.4,80
Dobong-gu,25.4,77
Geumcheon-gu,33.2,55
Geumcheon-gu,29.9,68
Nowon-gu,31.4,62
Geumcheon-gu,29.6,66
Nowon-gu,30.1,64
Dobong-gu,32.3,100
Nowon-gu,32.1,59
Nowon-gu,31.8,61
Geumcheon-gu,31.2,60
Geumcheon-gu,28.8,72
Dobong-gu,30.9,98
Geumcheon-gu,33.3,55
Dobong-gu,31.2,81
Gangseo-gu,32.2,63
Geumcheon-gu,33.5,55
Geumcheon-gu,32.2,57
Nowon-gu,30.5,64
Dobong-gu,31.9,100
Geumcheon-gu,32.2,73
Gangseo-gu,30.9,63
Nowon-gu,32.3,58
Gangseo-gu,31.4,72
Dobong-gu,30.1,100
Nowon-gu,30.3,66
Nowon-gu,31.4,63
Nowon-gu,29.6,70
Geumcheon-gu,30.7,63
Gangseo-gu,31.1,81
Dobong-gu,30.1,85
Nowon-gu,30.7,65
Nowon-gu,31.7,62
Nowon-gu,32.5,57
Nowon-gu,30.3,70
Nowon-gu,31.3,62
Nowon-gu,28.6,73
Nowon-gu,31.9,60
Nowon-gu,31.3,62
Gangdong-gu,30.4,93
Dobong-gu,29.8,69
Gangdong-gu,31,100
Gangdong-gu,31.6,100
Dobong-gu,23.5,92
Gangseo-gu,32.6,57
Dobong-gu,28.9,100
Gangdong-gu,28.8,99
Gangdong-gu,30.2,88
Dobong-gu,31.8,62
Gangdong-gu,31,77
Gangdong-gu,29.9,100
Gangdong-gu,31.8,100
Dobong-gu,30.3,77
Gwanak-gu,30.1,65
Gangdong-gu,31.6,75
Gangdong-gu,31.2,100
Gangdong-gu,31.3,100
Gangdong-gu,30.3,78
Gangdong-gu,29.8,95
Nowon-gu,30.2,65
Nowon-gu,31.9,62
Gwanak-gu,31.2,60
Gangseo-gu,29.5,89
Gangseo-gu,30.5,100
Gangseo-gu,30.7,63
Dobong-gu,33.7,55
Dobong-gu,32.3,60
Gangseo-gu,30.5,100
Gangseo-gu,31.3,100
Gangseo-gu,30.4,100
Gangseo-gu,29.8,99
Gwanak-gu,29.7,64
Gangdong-gu,31.5,62
Gwanak-gu,31.8,57
Gwanak-gu,32.2,58
Gwanak-gu,32.5,57
Gwanak-gu,30.5,62
Gwanak-gu,32.3,59
Gwanak-gu,33.1,55
Gangseo-gu,31.1,71
Gwanak-gu,32.5,60
Dobong-gu,31.6,63
Gwanak-gu,30.8,63
Gwanak-gu,30,64
Gwanak-gu,30.7,65
Gwanak-gu,36.3,47
Dobong-gu,31.5,61
Gwanak-gu,30.6,59
Gwanak-gu,32.8,56
Gwanak-gu,29.3,70
Gwanak-gu,32,56
Gwanak-gu,33,56
Dobong-gu,30.3,65
Gwanak-gu,32.4,58
Gwanak-gu,29,70
Gangnam-gu,32.2,95
Gangdong-gu,29.8,100
Nowon-gu,30.3,64
Nowon-gu,31.8,61
Nowon-gu,32.9,57
Dobong-gu,30.2,64
Gwanak-gu,30.3,64
Gwanak-gu,32.2,59
Dobong-gu,32,62
Gwanak-gu,33,56
Nowon-gu,31.7,61
Dobong-gu,31.1,63
Nowon-gu,31.9,93
Dobong-gu,31.8,59
Dobong-gu,33.3,56
Nowon-gu,30.9,100
Nowon-gu,30.7,64
Gangnam-gu,32.1,62
Nowon-gu,30,100
Dobong-gu,31.5,62
Dobong-gu,32.1,60
Nowon-gu,30.5,65
Dobong-gu,32,59
Nowon-gu,28.5,74
Dobong-gu,32.6,58
Nowon-gu,33.5,55
Dobong-gu,31.9,60
Nowon-gu,33.1,57
Dobong-gu,31.4,61
Dobong-gu,33.8,54
Gangdong-gu,30.3,66
Gangnam-gu,31.4,100
Dobong-gu,31.4,61
Gangdong-gu,31.9,100
Dobong-gu,31.5,66
Dobong-gu,30.6,62
Dobong-gu,30.6,64
Dobong-gu,30.6,63
Dongdaemun-gu,30.2,68
Dobong-gu,30.2,65
Gangdong-gu,33.4,60
Gangdong-gu,30.3,100
Gangdong-gu,34.4,52
Gangnam-gu,30.5,97
Dobong-gu,31.4,67
Gangdong-gu,30.4,74
Gangdong-gu,31.4,60
Dobong-gu,32.6,58
Gangnam-gu,31,85
Gangdong-gu,30.6,92
Gangnam-gu,31.1,100
Gangdong-gu,30.2,65
Gangdong-gu,29.1,100
Gangnam-gu,29.4,100
Gangdong-gu,30.4,95
Gangdong-gu,30.7,100
Gangdong-gu,30.6,100
Gangbuk-gu,28.4,100
Gangdong-gu,29.9,99
Gangdong-gu,29.3,100
Gangdong-gu,28.2,100
Gangdong-gu,30.2,92
Gangdong-gu,31.7,100
Gangdong-gu,30.8,100
Mapo-gu,31.5,100
Dongdaemun-gu,32.5,57
Gangdong-gu,29.7,100
Dongdaemun-gu,31.5,61
Dongdaemun-gu,32.4,61
Dongjak-gu,30.3,72
Dongdaemun-gu,31,63
Dongdaemun-gu,30.2,65
Dongdaemun-gu,32.6,56
Dongdaemun-gu,33,55
Gangdong-gu,30.2,94
Dongdaemun-gu,31.1,61
Dongdaemun-gu,30.3,67
Dongdaemun-gu,30.6,62
Dongdaemun-gu,31.1,59
Mapo-gu,30.1,100
Dongdaemun-gu,32.2,56
Dongdaemun-gu,30.1,67
Dongdaemun-gu,32,59
Dongdaemun-gu,30.7,65
Dongdaemun-gu,31.8,61
Gangseo-gu,31.5,61
Dongdaemun-gu,30.6,60
Gangdong-gu,29.2,100
Dongdaemun-gu,33.2,56
Dongjak-gu,30.5,85
Mapo-gu,29.7,100
Dongjak-gu,31.2,83
Seocho-gu,28.7,100
Gangdong-gu,30.7,99
Dongdaemun-gu,30.2,74
Dongjak-gu,28.9,100
Mapo-gu,31.8,79
Mapo-gu,31,100
Gangdong-gu,31,80
Dongdaemun-gu,31.8,59
Mapo-gu,32.2,100
Gangseo-gu,30.8,62
Yongsan-gu,30.6,100
Mapo-gu,32.4,76
Mapo-gu,29.4,100
Jongno-gu,31.9,59
Mapo-gu,39.2,51
Gwangjin-gu,30.6,66
Mapo-gu,32,76
Mapo-gu,33.2,99
Gangbuk-gu,30.3,96
Gwanak-gu,30.6,100
Gangbuk-gu,28.7,100
Dongdaemun-gu,31,100
Gangseo-gu,32.2,58
Jongno-gu,30.6,61
Gwangjin-gu,30.9,63
Gangseo-gu,31.5,61
Gangseo-gu,31.4,63
Gwanak-gu,34.1,53
Gwangjin-gu,31.6,63
Gwangjin-gu,33.4,56
Guro-gu,32.2,54
Gangseo-gu,32.6,56
Gangseo-gu,31,60
Guro-gu,31.6,60
Gangseo-gu,33,55
Gangseo-gu,32.3,59
Gangseo-gu,32.3,60
Jongno-gu,31.7,62
Gangseo-gu,31.4,59
Gangseo-gu,32.8,57
Gangseo-gu,32.4,59
Seongdong-gu,30.5,48
Gangseo-gu,34.8,52
Seongdong-gu,31.6,61
Guro-gu,33,56
Gangseo-gu,32,61
Guro-gu,32.4,57
Gangseo-gu,34,51
Gwangjin-gu,32.5,59
Gwangjin-gu,32.1,60
Gangseo-gu,32.2,57
Gwangjin-gu,31.3,62
Gangseo-gu,33.9,54
Seoul_Grand_Park,32.5,100
Guro-gu,32.5,57
Guro-gu,33.3,56
Guro-gu,33.8,54
Guro-gu,30.5,62
Seongdong-gu,33.9,55
Seongdong-gu,32.5,58
Guro-gu,30.6,62
Gangseo-gu,31.4,60
Seongdong-gu,29.7,66
Gangseo-gu,30.8,63
Gwangjin-gu,30.7,62
Gwangjin-gu,29.3,67
Gangseo-gu,35,53
Gwangjin-gu,32,59
Guro-gu,31.8,61
Guro-gu,30.5,61
Gwangjin-gu,31,64
Guro-gu,31.5,59
Guro-gu,33.6,55
Guro-gu,30.8,63
